City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City1279,351114,57.3,58.5,459.2,65.5,58.5,57.9,58.7,74.6,49.6,56.1,287.3,49.9,63.5
City1280,174074,261.9,47.3,434.9,41.3,56.7,41.8,39.8,66.3,50.9,46.4,226.6,26.3,51.5
City1281,323500,280.4,21.3,536.2,30.7,42.8,33.9,26.4,54.4,27.9,40.8,177.0,15.4,47.1
City1282,216759,305.8,38.4,887.6,25.9,40.4,29.9,12.9,67.4,22.8,20.3,68.2,13.3,51.6
City1283,723135,737.9,58.9,661.2,73.0,68.0,68.6,66.3,80.0,61.5,75.6,375.6,64.0,61.3
City1284,1024159,831.1,17.4,786.9,37.8,43.0,13.9,24.9,50.1,22.5,23.0,106.6,12.6,38.4
City1285,89287,119.9,64.1,513.9,65.3,66.0,48.5,63.5,75.7,52.5,60.6,360.7,48.3,56.6
City1286,41617,116.8,26.7,574.0,44.3,40.4,32.2,29.6,67.6,28.5,34.7,197.3,26.3,55.5
City1287,20523,70.2,16.1,593.5,40.1,24.8,8.0,2.8,52.3,9.2,13.2,32.0,13.3,74.7
City1288,546444,566.0,64.5,451.0,46.1,44.8,48.8,50.3,62.6,43.1,56.6,218.1,57.9,64.0
City1289,57255,1392.1,50.0,599.7,37.5,47.6,50.7,41.3,65.1,53.8,57.9,192.0,45.4,72.6
City1290,13173,167.7,34.2,609.8,42.2,64.0,38.9,48.4,54.1,42.8,56.4,197.1,38.1,62.9
City1291,462318,183.1,37.2,547.1,34.0,35.5,33.0,37.9,53.2,44.3,29.8,141.6,36.8,55.5
City1292,8799446,1422.5,66.0,494.6,68.8,80.4,68.1,72.4,74.6,65.4,82.6,384.0,77.7,92.5
City1293,266066,448.8,36.1,400.8,32.2,36.9,42.0,58.2,69.7,43.3,49.3,188.4,38.8,70.7
City1294,867948,413.0,36.4,791.6,25.9,60.1,47.2,43.1,52.7,27.6,23.0,214.4,55.8,83.6
City1295,300908,58.6,13.7,680.0,32.7,26.9,33.1,21.2,61.9,24.1,22.4,121.4,28.8,67.4
City1296,233644,552.5,37.3,669.2,17.4,30.9,29.6,22.3,69.6,31.8,24.2,108.2,35.4,45.3
City1297,971607,80.2,51.0,517.9,44.3,64.1,46.8,48.4,63.9,63.4,39.4,206.7,36.5,69.9
City1298,178727,62.8,39.7,548.1,37.0,35.5,32.3,45.0,66.9,35.4,33.1,233.1,24.8,68.7
City1299,390174,161.4,11.7,582.3,14.9,30.2,11.3,19.6,62.8,0.7,12.9,32.2,24.9,45.4
City1300,420995,121.2,37.1,776.4,39.4,26.5,23.9,30.6,52.0,18.9,28.8,148.0,22.2,41.5
City1301,105311,187.6,68.3,435.6,62.1,48.3,56.9,69.3,64.8,68.8,51.5,283.0,57.7,57.6
City1302,1076105,50.0,47.3,506.9,64.4,41.6,48.4,51.8,60.7,47.2,53.0,293.4,46.6,76.2
City1303,210040,773.2,36.6,522.4,42.8,54.6,42.2,27.5,60.5,19.8,26.9,112.2,21.0,62.8
City1304,93149,946.9,70.6,496.6,70.2,74.2,53.8,63.8,81.9,60.7,49.5,326.0,51.8,89.6
City1305,568703,50.0,62.7,455.8,75.1,49.8,62.6,67.2,66.1,58.9,56.3,289.3,60.0,91.9
City1306,76278,791.7,81.0,546.2,55.1,75.4,64.6,70.4,78.8,78.1,62.6,373.0,54.1,76.2
City1307,279135,92.5,61.6,379.1,63.3,50.7,59.1,63.7,81.4,66.6,61.0,331.6,59.0,78.8
City1308,264933,684.3,40.7,490.7,35.0,52.3,36.8,45.3,74.2,40.1,46.1,227.8,30.1,84.3
City1309,1227209,225.4,40.1,364.1,60.5,54.7,50.5,42.4,74.3,41.1,63.0,215.4,55.2,63.4
City1310,521558,253.3,62.0,525.8,44.6,42.1,44.7,57.3,61.1,48.3,45.7,211.8,68.5,53.2
City1311,259098,196.0,52.8,278.8,49.3,66.9,77.7,65.2,69.5,51.9,74.6,338.9,76.1,93.9
City1312,843126,1047.9,39.4,425.3,61.0,49.1,43.0,55.3,58.2,43.9,53.0,263.6,41.5,75.9
City1313,1879075,55.3,18.1,596.3,23.9,39.3,15.2,18.4,47.0,32.8,7.0,102.7,21.7,69.4
City1314,585917,507.5,9.5,580.2,22.3,25.3,6.1,8.5,43.6,6.7,17.1,146.1,26.6,50.9
City1315,272254,917.4,58.5,505.7,45.3,53.1,65.5,59.6,67.2,59.0,61.7,257.1,55.0,97.5
City1316,42763,578.0,25.5,659.8,52.1,51.2,40.7,30.5,61.7,47.6,31.0,190.0,51.8,57.2
City1317,60405,3982.4,51.2,411.9,55.5,60.9,35.0,47.2,75.6,50.8,53.4,200.2,58.8,56.6
City1318,175025,129.7,15.4,811.3,28.4,33.3,23.8,17.2,54.0,30.3,19.1,139.1,21.7,53.4
City1319,114311,771.8,16.2,748.9,35.1,23.5,19.5,22.2,44.9,15.8,13.7,67.7,21.3,33.2
City1320,206538,215.4,57.1,622.5,42.3,46.8,57.0,57.1,75.4,51.0,56.0,289.0,52.6,86.1
City1321,290485,1075.0,82.5,375.5,57.1,56.4,61.3,72.3,86.1,63.1,54.3,338.5,62.3,89.8
City1322,563301,242.4,50.8,508.8,56.6,53.2,48.3,42.4,55.9,30.9,35.2,268.3,27.5,63.9
City1323,243117,153.6,45.8,403.9,35.8,40.9,48.7,45.5,65.2,44.8,52.9,320.7,61.2,68.3
City1324,530249,1173.0,35.2,757.8,44.1,60.3,40.5,36.4,56.6,36.0,53.8,237.4,28.3,90.6
City1325,293685,135.7,55.6,664.4,46.4,45.3,60.5,54.2,69.1,52.9,52.8,246.9,47.1,87.6
City1326,16887,50.0,55.7,518.3,59.1,53.9,56.5,56.2,66.9,61.0,45.8,319.7,72.0,54.5
City1327,72036,131.6,63.5,453.0,62.6,58.0,63.3,70.7,69.7,47.7,55.0,309.0,58.1,82.8
City1328,219317,514.3,40.6,502.0,41.6,46.2,41.6,51.3,62.0,49.6,57.4,236.6,36.5,65.6
City1329,49336,1300.4,39.8,720.3,41.8,31.1,18.4,22.2,53.4,16.0,20.5,123.4,37.5,74.3
City1330,621505,279.6,25.1,625.6,40.0,42.8,42.9,31.1,64.1,50.1,24.9,149.9,39.6,69.0
City1331,2287685,1190.2,47.4,387.1,63.4,78.3,63.4,56.8,76.1,60.7,56.7,358.6,60.6,60.2
City1332,1478097,50.0,44.8,452.0,56.8,37.6,58.4,47.8,71.6,36.2,64.6,291.2,55.1,75.5
City1333,199023,143.8,38.3,618.6,37.6,43.1,37.5,33.5,53.8,29.1,37.2,176.7,30.5,42.2
City1334,2163021,173.1,45.2,718.1,49.3,49.8,56.4,61.4,76.9,44.3,39.5,322.0,34.0,71.4
City1335,330424,213.3,48.6,588.7,36.5,47.6,27.1,31.6,69.6,45.4,51.8,160.7,48.0,40.4
City1336,167389,270.7,37.8,516.3,37.2,43.2,32.4,28.1,57.5,27.7,43.4,144.6,26.8,51.6
City1337,113690,560.6,60.8,446.5,52.8,36.1,52.8,56.0,70.6,67.7,46.1,247.2,54.2,72.7
City1338,175701,143.5,54.9,486.7,49.1,56.6,54.2,48.0,75.2,68.9,63.2,290.9,44.1,70.7
City1339,155834,289.1,12.1,570.8,18.9,36.6,20.4,16.9,63.9,29.8,29.7,111.1,38.6,66.5
City1340,340640,231.8,41.5,691.8,45.9,49.5,54.7,53.5,76.6,55.0,48.0,249.6,31.3,59.8
City1341,335978,80.6,29.3,495.0,38.7,22.8,29.6,34.8,53.0,35.6,25.4,127.9,47.5,46.6
City1342,269484,213.5,29.7,694.3,50.5,66.9,31.1,28.9,74.7,43.6,42.3,121.0,36.5,64.0
City1343,494703,205.9,15.9,627.0,11.3,37.6,18.4,10.1,57.0,9.8,29.6,40.4,6.3,49.6
City1344,1421047,200.7,74.4,468.3,60.9,72.6,65.2,62.0,92.9,76.6,59.7,361.0,59.4,89.1
City1345,1013961,254.2,65.1,335.0,69.7,51.7,64.3,64.5,69.9,64.6,67.0,308.2,67.8,66.8
City1346,33561,268.0,64.9,284.0,52.7,60.6,63.1,70.0,67.8,67.4,58.8,405.8,50.4,62.7
City1347,10000,145.7,50.0,385.8,64.4,75.0,54.6,56.4,66.5,64.8,52.6,239.8,38.1,51.6
City1348,992565,1126.9,30.0,642.2,41.3,54.8,36.7,32.7,66.5,44.8,36.2,197.2,21.0,51.8
City1349,39591,60.1,34.5,384.7,63.9,37.8,38.8,47.7,66.2,51.1,39.1,231.5,54.4,65.3
City1350,195893,103.0,25.9,663.6,17.1,22.3,22.4,20.0,46.4,22.9,33.4,94.8,26.1,53.8
City1351,52148,6877.1,63.5,360.1,48.8,45.5,69.8,63.1,67.1,62.3,55.3,332.3,57.2,82.9
City1352,21530,70.4,48.1,576.0,46.3,42.2,51.9,44.6,59.3,51.7,47.1,209.6,51.0,62.2
City1353,572660,50.0,39.7,527.6,55.2,49.3,38.7,43.7,76.7,48.1,43.0,220.0,53.9,52.2
City1354,776706,590.7,48.2,348.6,53.1,57.0,46.4,57.3,68.6,41.6,63.4,357.9,61.5,91.3
City1355,119716,50.0,36.7,527.1,40.0,45.7,28.9,44.0,52.8,34.8,43.2,134.4,39.2,51.6
City1356,10000,184.5,32.7,576.3,48.7,49.1,27.6,35.4,61.6,18.5,29.8,109.2,49.0,42.2
City1357,124898,3213.1,31.9,568.0,34.5,49.7,19.4,22.3,64.0,17.8,51.1,163.9,53.6,42.9
City1358,464411,50.0,38.3,443.0,49.0,44.5,47.9,30.2,71.2,36.2,27.0,196.0,37.6,61.7
City1359,33844,50.0,40.1,667.5,54.1,39.0,33.4,31.2,61.9,33.1,42.7,142.3,26.0,60.7
City1360,346869,50.0,44.7,699.8,26.0,36.3,51.4,31.6,55.3,33.1,47.1,201.9,26.9,57.1
City1361,262647,719.1,45.6,423.6,43.7,65.8,47.7,51.9,83.5,39.3,63.9,225.0,69.8,76.0
City1362,603805,943.6,75.3,294.0,58.6,86.5,66.4,57.9,68.1,52.0,63.5,289.3,49.0,62.3
City1363,317239,132.3,62.4,412.7,59.5,42.8,55.0,56.6,76.5,42.8,51.1,252.9,57.2,62.2
City1364,68713,555.5,66.1,355.5,54.2,44.9,60.0,57.9,65.7,49.7,70.8,298.9,75.0,93.9
City1365,1432884,1297.6,38.7,412.7,43.9,36.8,47.8,36.1,63.8,29.4,26.6,212.8,60.8,50.5
City1366,214928,2089.8,69.9,640.1,41.5,59.7,53.8,47.4,73.1,41.4,65.4,229.5,62.4,56.5
City1367,258273,182.1,44.1,745.3,32.2,57.2,32.0,30.8,55.6,33.5,45.6,127.5,31.0,65.7
City1368,72651,50.0,82.0,264.5,76.5,66.1,82.5,83.0,78.8,63.9,62.4,387.3,66.8,70.3
City1369,144264,91.4,41.4,496.3,44.7,33.0,45.1,47.4,61.2,27.5,55.3,173.4,53.6,75.5
City1370,77751,146.6,73.8,481.9,74.2,61.3,54.5,67.4,66.0,73.3,69.0,373.5,53.5,72.3
City1371,210633,179.3,54.6,485.6,41.5,52.1,38.7,45.9,69.0,54.7,31.3,244.7,58.6,61.8
City1372,2947275,195.3,37.1,442.3,37.8,45.3,27.6,30.4,65.2,36.6,34.6,209.4,55.2,56.2
City1373,39314,937.0,50.6,496.0,62.2,60.0,41.9,59.6,70.6,54.8,57.8,324.8,44.9,64.7
City1374,28029,1129.3,58.7,279.8,70.6,59.3,63.3,74.1,79.2,66.7,70.0,317.4,55.4,62.3
City1375,2104605,199.1,28.4,713.6,39.1,35.6,23.7,37.4,55.1,22.4,17.3,154.4,30.8,69.9
City1376,200174,914.3,41.7,498.2,44.8,44.9,27.5,27.5,59.8,31.2,30.6,167.6,37.6,51.9
City1377,105166,375.9,19.7,692.7,35.8,51.5,17.3,17.5,47.5,19.1,18.4,75.7,39.9,68.2
City1378,1150683,264.4,59.7,473.7,63.7,43.1,56.0,66.3,79.2,63.5,64.6,353.2,64.9,93.0
City1379,114936,726.2,33.3,537.1,31.6,30.7,20.4,17.3,58.6,18.7,31.4,74.1,16.7,41.9
City1380,3458735,266.9,76.9,332.2,78.8,76.0,78.1,82.7,74.3,76.7,82.8,347.3,81.3,80.1
City1381,693215,2891.0,61.7,470.3,54.9,66.5,67.8,61.9,70.9,50.2,65.4,355.8,53.3,88.0
City1382,135526,50.0,21.4,588.5,31.1,38.7,27.8,24.8,48.6,31.1,30.1,110.6,46.9,82.3
City1383,5499850,131.9,25.2,742.6,43.4,50.1,25.9,40.8,73.7,27.8,25.1,163.9,29.6,67.6
City1384,114920,210.2,60.6,416.6,60.7,68.2,67.9,62.5,83.4,61.7,67.7,297.1,66.7,102.7
City1385,758375,414.6,54.3,487.0,41.6,56.9,48.5,43.8,72.6,57.7,30.2,160.9,37.8,84.6
City1386,407994,1120.5,8.8,666.1,31.7,32.6,13.7,6.8,43.7,11.9,21.6,107.5,22.9,66.6
City1387,1660182,237.6,36.7,739.3,43.0,45.6,34.8,46.6,60.9,44.8,35.2,257.9,48.2,62.6
City1388,2388355,50.0,42.9,496.1,38.0,44.3,43.4,33.4,58.7,43.8,50.3,192.8,32.6,73.9
City1389,280633,672.5,53.9,362.0,63.3,73.9,56.7,51.7,72.4,65.1,44.1,327.7,44.0,78.3
City1390,93453,605.4,21.4,552.9,30.8,27.7,35.6,27.5,53.0,23.2,34.7,124.6,30.6,54.6
City1391,510916,50.0,76.9,269.2,78.8,76.6,79.6,72.2,87.0,67.7,100.0,425.5,94.2,83.2
City1392,103901,243.6,56.2,631.8,60.6,48.2,67.9,54.8,65.7,60.8,77.2,303.3,57.5,90.3
City1393,4496195,50.0,76.2,329.7,57.7,83.9,75.3,81.3,74.7,64.3,71.6,346.5,61.1,80.0
City1394,324859,110.2,39.9,502.3,41.6,55.7,48.8,57.8,71.7,53.6,42.3,215.8,34.0,71.1
City1395,160901,82.8,10.6,613.1,11.5,41.2,0.0,13.9,49.4,10.6,6.9,96.7,4.4,33.9
City1396,347511,646.2,54.9,610.4,37.2,58.8,32.2,51.9,70.1,38.2,21.6,201.9,41.7,64.2
City1397,40701,281.5,53.4,489.0,49.9,48.4,56.2,47.4,58.3,60.1,41.3,250.9,58.3,52.3
City1398,68853,52.3,13.7,686.3,21.2,39.2,10.1,14.3,56.1,17.7,11.3,51.1,22.5,53.0
City1399,1440613,703.5,17.0,671.6,21.8,32.9,7.7,7.8,44.4,31.2,30.3,144.0,8.5,71.1
City1400,106974,50.0,53.2,414.5,74.7,54.4,50.6,62.0,74.9,51.3,58.7,277.8,40.5,63.2
City1401,61964,363.6,12.1,664.0,26.6,39.9,29.5,17.6,55.7,16.2,24.9,173.6,15.2,45.7
City1402,568816,92.1,59.7,352.0,57.7,56.9,61.2,51.4,75.1,51.8,76.1,344.6,55.7,63.5
City1403,1411249,157.8,40.6,614.9,34.9,56.6,39.7,31.6,60.7,52.9,41.2,248.8,62.1,61.7
City1404,734198,448.1,50.7,466.6,53.0,54.2,59.0,57.8,78.0,58.4,70.3,276.1,73.0,63.1
City1405,1082156,457.5,50.9,477.1,42.8,43.4,41.2,42.7,56.1,48.5,27.8,205.2,46.2,97.4
City1406,93012,1217.3,64.4,560.0,51.6,36.6,61.3,57.6,80.1,38.7,55.6,263.5,51.6,66.6
City1407,36660,221.7,24.3,739.2,34.5,30.0,15.1,23.6,59.9,11.5,17.5,78.0,13.4,43.6
City1408,2195383,353.4,60.7,510.7,63.7,66.3,61.7,51.4,74.1,48.7,42.3,339.8,55.6,57.9
City1409,170799,144.7,88.7,416.7,82.9,65.4,83.1,81.7,94.1,80.0,75.8,397.1,59.8,80.0
City1410,188873,304.4,65.3,412.9,51.1,42.3,54.3,58.5,74.7,68.3,66.2,322.5,45.0,93.4
City1411,1722817,414.6,7.5,666.5,25.0,29.0,11.0,8.8,52.8,21.2,31.2,60.3,33.3,55.1
City1412,584622,217.5,24.1,561.5,43.6,34.4,31.7,40.9,69.9,33.8,36.2,191.7,55.6,75.4
City1413,508003,50.0,54.5,291.6,52.2,49.9,64.8,66.0,82.6,70.1,65.8,371.3,54.1,69.0
City1414,5559414,364.2,62.3,423.8,49.1,55.4,49.4,57.8,81.4,46.6,80.0,262.7,54.7,88.2
City1415,108996,379.0,56.8,550.3,63.3,78.1,59.0,79.9,81.1,58.4,77.0,283.8,41.9,89.3
City1416,983601,108.2,25.2,574.0,42.8,34.0,29.7,25.6,52.7,31.4,13.8,121.3,32.0,64.8
City1417,290633,52.4,25.8,614.3,26.8,35.7,23.6,20.1,59.8,33.2,22.0,129.0,23.7,41.1
City1418,390830,1438.1,17.1,811.5,15.2,43.9,13.2,27.1,54.0,25.6,14.0,146.5,11.9,73.2
City1419,2280387,441.3,31.8,782.0,53.0,47.3,34.5,35.5,64.0,27.0,49.2,178.5,26.4,70.4
City1420,546325,185.9,37.9,617.9,37.6,51.3,38.4,34.9,53.7,36.5,40.9,264.2,35.0,65.8
City1421,570127,62.5,63.5,564.3,72.0,67.7,63.2,60.1,74.6,54.9,67.6,388.4,67.1,104.9
City1422,1204421,91.3,34.7,672.1,37.9,36.5,46.3,34.9,73.8,38.4,43.6,183.8,41.6,52.9
City1423,160984,1168.1,46.6,491.5,41.8,66.5,39.5,58.4,68.1,53.9,66.9,275.7,38.3,50.1
City1424,82876,288.6,59.5,374.1,51.6,46.8,59.1,62.5,62.3,43.2,54.8,291.4,40.9,71.9
City1425,62147,126.4,52.7,747.8,41.3,41.2,37.6,45.7,62.1,39.3,30.5,268.5,56.2,61.8
City1426,17104,451.1,39.3,561.2,65.4,74.1,50.7,52.8,62.4,45.1,46.2,270.6,44.8,94.7
City1427,4773975,92.1,22.9,544.3,29.6,33.2,21.1,23.2,60.7,17.9,20.9,115.3,21.3,50.7
City1428,57268,1481.8,57.5,431.5,41.1,36.9,33.6,38.9,72.5,39.2,45.3,214.9,39.3,47.0
City1429,196859,1240.6,73.7,423.2,54.3,51.0,75.5,74.2,76.9,63.1,64.9,340.9,55.6,68.7
City1430,182127,139.8,34.6,485.6,49.4,42.7,31.1,49.2,57.3,39.2,40.5,232.9,40.0,64.4
City1431,412655,115.1,37.9,606.3,34.7,59.8,24.1,23.4,59.1,35.6,26.6,121.9,49.5,69.8
City1432,840735,50.0,37.4,579.9,33.7,55.0,28.0,31.9,67.8,34.7,44.7,188.3,29.4,43.6
City1433,895075,50.0,51.7,402.8,53.8,43.4,46.5,44.0,60.1,55.4,64.3,273.4,55.0,70.0
City1434,118621,50.0,47.9,410.8,62.4,46.8,57.9,42.4,74.9,34.1,45.1,253.9,58.3,84.4
City1435,212358,287.8,56.6,450.2,47.1,42.3,49.4,50.5,66.2,42.7,51.8,188.6,36.7,66.3
City1436,398559,165.4,54.4,497.1,59.3,61.5,39.7,46.2,80.4,50.8,61.5,246.4,64.0,95.2
City1437,189440,50.0,72.4,371.6,61.8,78.1,67.8,67.9,71.5,54.6,60.3,363.5,71.2,73.8
City1438,2546635,174.6,37.5,640.3,40.1,53.3,45.0,40.9,72.5,48.9,30.6,194.5,44.1,90.1
City1439,533580,448.7,67.6,513.8,63.2,66.5,57.7,57.9,63.2,66.5,54.7,311.0,69.4,65.1
City1440,750750,461.0,34.4,400.4,34.1,54.2,55.9,51.2,80.2,44.7,39.9,300.4,63.7,50.3
City1441,678767,50.0,37.1,423.0,35.8,38.5,49.3,53.5,75.2,52.5,45.6,218.5,37.8,66.5
City1442,1387290,209.8,50.4,689.0,50.2,64.5,43.0,48.8,64.8,31.3,62.3,216.0,41.8,61.8
City1443,345735,50.0,31.7,572.4,32.4,34.9,18.5,23.2,56.6,22.2,43.8,80.2,33.0,38.7
City1444,43670,722.0,63.3,411.2,67.7,73.3,68.0,62.7,82.7,63.4,64.3,425.5,65.4,77.8
City1445,469565,627.0,31.0,548.2,36.5,57.9,30.8,36.2,59.4,47.8,37.3,187.6,41.4,51.3
City1446,107807,83.3,41.0,634.8,35.6,42.9,39.6,30.4,71.2,39.0,54.5,197.9,31.5,45.4
City1447,128019,97.6,77.2,164.5,79.5,80.3,100.0,91.0,88.0,80.3,78.5,440.0,66.7,118.1
City1448,609814,140.7,30.5,529.1,34.9,40.8,32.3,42.7,59.2,51.9,29.7,183.4,33.3,77.3
City1449,1519050,50.0,51.5,469.8,47.9,65.1,44.9,54.3,67.5,44.4,45.6,264.4,46.0,71.2
City1450,276448,366.2,36.2,532.9,44.4,25.8,16.9,20.2,70.4,21.5,45.1,218.7,21.5,67.6
City1451,413480,176.4,22.3,599.5,26.6,27.4,21.8,28.6,63.3,39.9,48.1,119.9,15.8,66.1
City1452,2908362,783.8,19.5,628.0,24.7,26.8,4.3,12.2,63.0,10.2,2.8,146.9,7.9,48.5
City1453,375890,65.5,11.7,754.3,23.7,30.2,16.8,7.9,45.3,3.3,23.5,60.9,26.5,52.6
City1454,10000000,116.4,55.9,519.2,69.6,54.8,45.9,57.5,78.2,53.1,48.6,251.5,67.5,59.3
City1455,592267,50.0,31.8,532.8,35.0,48.3,26.6,35.1,66.0,24.6,31.2,170.6,25.5,45.8
City1456,22809,73.3,10.2,866.6,5.0,31.3,2.7,0.0,57.2,12.1,20.3,29.2,3.8,57.1
City1457,770410,59.2,79.7,216.1,77.9,82.4,66.5,70.1,76.6,65.3,70.3,347.2,69.8,113.0
City1458,457540,808.5,54.3,464.4,50.9,45.1,60.5,65.1,70.5,50.0,68.7,284.8,62.4,75.6
City1459,1632550,105.9,29.4,634.2,30.6,32.8,26.2,35.9,61.9,29.3,32.1,199.8,45.2,67.1
City1460,688626,284.0,55.0,328.0,51.2,82.4,63.7,70.9,76.5,49.6,62.3,364.9,57.3,65.0
City1461,221053,154.9,58.1,421.4,65.6,45.6,53.0,53.4,83.0,55.5,77.2,341.9,42.4,72.7
City1462,48338,53.3,48.1,612.1,49.7,44.3,40.5,53.1,61.3,41.7,31.0,236.4,36.3,93.3
City1463,200259,199.9,8.7,686.9,20.7,40.2,11.7,15.1,52.7,13.5,32.0,64.5,17.6,54.0
City1464,81574,502.2,36.5,508.1,32.2,42.9,38.4,39.5,67.5,40.4,23.4,179.5,45.8,84.1
City1465,119046,57.4,43.8,460.9,37.9,47.2,46.4,30.0,63.5,45.2,32.6,250.6,47.3,61.0
City1466,611707,646.1,25.1,588.7,25.4,35.3,22.9,27.1,54.5,16.0,24.3,194.1,46.7,77.6
City1467,2779735,88.3,34.9,733.0,61.5,39.2,56.5,44.9,61.0,44.8,61.2,314.1,50.0,70.8
City1468,466279,137.1,55.4,388.0,60.3,64.8,60.4,56.4,74.0,48.6,62.1,277.2,46.0,76.9
City1469,50300,462.6,36.3,602.4,34.2,37.6,32.9,38.0,63.4,30.9,36.0,258.7,42.5,86.4
City1470,500040,110.4,9.0,744.4,42.5,24.5,14.7,28.7,54.9,37.2,21.0,38.3,31.9,51.1
City1471,1433004,256.0,28.2,585.2,29.3,26.5,30.6,24.4,53.6,21.4,17.7,80.1,10.2,78.0
City1472,114268,167.7,69.0,353.6,61.4,62.8,76.5,81.8,76.6,78.6,67.3,363.2,82.6,109.8
City1473,222431,285.8,23.4,773.3,32.4,27.4,9.5,15.9,60.4,14.7,29.5,95.2,1.8,42.2
City1474,273912,50.0,40.0,595.3,44.2,41.6,50.1,37.6,59.0,42.6,51.8,197.5,65.6,57.2
City1475,89423,50.0,37.3,544.0,46.0,42.3,29.2,37.5,57.7,33.1,42.4,184.1,35.0,57.0
City1476,665033,512.4,51.1,540.2,35.5,67.1,40.9,43.2,72.6,48.4,50.8,207.3,40.4,88.0
City1477,226539,849.5,36.6,406.5,51.3,40.5,42.9,57.1,72.7,49.6,41.4,252.4,52.3,64.7
City1478,482794,82.1,36.3,379.0,49.8,48.9,42.0,44.2,68.6,47.1,27.3,291.3,33.9,63.1
City1479,77459,182.6,58.5,415.3,53.8,52.1,52.9,61.6,74.0,54.9,60.2,293.8,53.4,72.1
City1480,145445,348.5,43.7,386.6,66.0,56.7,46.7,43.4,77.1,60.6,41.8,252.2,37.4,66.2
City1481,737730,562.2,42.9,468.5,38.1,33.1,35.4,37.6,61.4,35.8,45.3,244.7,53.5,68.6
City1482,159218,50.0,47.8,472.1,39.8,44.5,41.3,47.9,60.4,51.0,52.7,231.2,31.8,60.1
City1483,3010899,84.5,60.6,477.1,62.9,57.4,66.9,72.4,74.5,60.2,76.0,315.6,92.7,54.7
City1484,153354,164.2,43.4,438.6,33.9,61.3,40.7,48.6,64.3,35.3,41.8,225.2,44.7,69.0
City1485,367529,568.9,57.5,440.4,49.9,53.8,52.0,60.3,65.0,52.2,62.3,263.7,48.5,69.1
City1486,990165,4905.5,67.2,338.6,53.2,59.9,66.5,66.7,68.5,66.3,50.6,359.8,65.8,75.3
City1487,36838,186.1,31.8,913.5,27.0,51.5,24.3,35.8,58.0,20.3,26.6,132.8,16.3,83.3
City1488,22808,50.0,20.4,714.4,32.1,48.4,18.6,32.6,48.1,29.4,12.7,162.0,12.4,53.6
City1489,31700,396.5,49.3,392.0,49.4,66.1,61.4,45.2,64.4,41.4,49.5,203.6,50.9,58.7
City1490,1571620,1194.2,67.1,410.0,64.1,55.9,57.6,63.6,70.2,48.5,47.9,335.3,47.3,95.7
City1491,123920,278.6,30.4,591.3,26.3,30.0,21.9,27.3,51.0,37.9,53.0,125.9,23.0,66.6
City1492,9640456,82.4,46.8,460.5,31.5,42.2,48.5,47.4,71.9,44.7,64.7,266.3,55.6,53.9
City1493,121789,772.5,42.9,476.0,63.0,35.0,54.8,56.2,74.3,53.5,65.8,328.6,41.7,56.8
City1494,347448,542.5,1.2,794.0,20.1,22.4,5.2,16.3,54.6,1.1,8.7,97.8,27.2,56.6
City1495,2324356,71.4,71.7,708.6,54.8,78.5,51.1,56.5,58.1,59.7,52.3,206.0,41.6,65.4
City1496,4450513,386.7,29.0,730.4,57.5,49.4,23.7,23.3,62.1,26.9,28.7,109.2,22.6,52.5
City1497,4809506,809.7,41.2,489.9,35.6,41.6,43.7,43.2,71.1,26.4,31.2,168.6,46.1,73.6
City1498,1456741,1010.6,14.5,569.5,23.8,27.1,23.9,14.4,50.8,7.2,37.7,77.4,14.3,56.3
City1499,1125443,225.9,29.2,545.1,31.7,51.5,23.1,26.3,68.5,26.2,30.8,189.0,51.3,66.9
City1500,615098,159.2,33.5,581.8,51.5,75.4,33.5,52.3,58.2,48.8,37.3,187.3,38.5,80.7
City1501,797873,1067.1,38.7,618.1,40.8,56.1,39.5,34.9,60.7,40.9,29.9,261.1,50.7,53.8
City1502,124037,57.3,26.6,638.1,33.5,33.4,25.0,38.5,54.0,34.5,42.5,182.8,32.9,64.2
City1503,85350,414.2,28.5,578.2,41.0,48.9,38.7,39.6,63.0,33.4,54.4,221.2,44.5,78.5
City1504,267072,50.0,57.7,471.2,60.8,59.4,41.8,48.3,74.9,39.5,50.0,308.3,54.2,91.9
City1505,211449,878.7,51.3,718.3,53.6,36.9,47.7,43.9,62.8,29.3,39.5,273.4,55.0,61.6
City1506,142269,179.5,25.3,748.4,27.9,34.5,19.0,19.3,55.9,33.2,10.3,127.0,24.3,66.4
City1507,711366,1121.4,17.9,662.6,34.2,43.3,19.4,19.2,55.3,11.3,5.8,71.5,31.4,58.4
City1508,1022158,441.3,49.4,576.6,48.2,48.5,54.2,66.1,64.4,46.4,66.2,264.5,41.7,87.9
City1509,303692,56.4,58.9,450.0,50.7,61.4,48.9,40.0,62.3,46.2,43.3,236.2,50.7,73.6
City1510,2123427,1352.3,38.1,515.5,55.1,36.3,52.1,49.6,75.4,41.4,51.0,257.0,47.7,62.9
City1511,54265,1574.2,32.3,622.7,44.2,46.9,42.1,39.7,65.0,35.1,33.2,169.7,35.2,57.6
City1512,204613,705.4,39.7,663.9,27.1,41.9,34.0,34.8,53.1,32.7,32.2,167.2,28.5,62.2
